Dimensões	Hyperlink	Indicadores	marearo	Periodicidade	Tipos De Agregados	Unidades	Variaveis/Tipo	Anos	Valores
Crédito Concedido a Particulares (inclui crédito a emigrantes)	www.ine.cv/sief	Distribuição dos Empréstimos Bancários		Anual	Dados BCV	% do PIB/milhões	Preço Corrente	2015	50937
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Quantidade	Tráfego	2020	1783
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	4 T	Microagregados	Quantidade	Tráfego	2020	2489
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Quantidade	Passageiros	2020	52159
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	4 T	Microagregados	Quantidade	Passageiros	2020	100267
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Toneladas	Mercadorias	2020	137282
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	4 T	Microagregados	Toneladas	Mercadorias	2020	215454
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Toneladas	Correios	2020	48513
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	4 T	Microagregados	Toneladas	Correios	2020	52825
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Quantidade	Tráfego	2020	1596
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	4 T	Microagregados	Quantidade	Tráfego	2020	1783
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Quantidade	Passageiros	2020	195640
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	4 T	Microagregados	Quantidade	Passageiros	2020	201043
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Toneladas	Mercadorias	2020	480822
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	4 T	Microagregados	Toneladas	Mercadorias	2020	570449
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Quantidade	Contentores	2020	17640
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	4 T	Microagregados	Quantidade	Contentores	2020	20454
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		3 T	Microagregados	Quantidade	Passageiros	2020	2604691
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		4 T	Microagregados	Quantidade	Passageiros	2020	4641726
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		3 T	Microagregados	Quantidade	Pass/KM	2020	21
Terrestre	www.ine.cv/sief	Estatisticas de Transporte		4 T	Microagregados	Quantidade	Passageiros	2020	27
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	G	2020	15890
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	H	2020	1739
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	I	2020	228
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Quantidade	Contentores	2021	17284
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Quantidade	Passageiros	2021	96157
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Quantidade	Passageiros	2021	183323
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Quantidade	Tráfego	2021	2314
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Quantidade	Tráfego	2021	1534
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Toneladas	Correios	2021	53214
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	1 T	Microagregados	Toneladas	Mercadorias	2021	165409
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	1 T	Microagregados	Toneladas	Mercadorias	2021	480688
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Quantidade	Contentores	2021	19411
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Quantidade	Passageiros	2021	117681
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Quantidade	Passageiros	2021	215942
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Quantidade	Tráfego	2021	2838
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Quantidade	Tráfego	2021	1659
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Toneladas	Correios	2021	68727
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	2 T	Microagregados	Toneladas	Mercadorias	2021	165004
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	2 T	Microagregados	Toneladas	Mercadorias	2021	611915
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	G	2020	500
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	H	2020	761
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	I	2020	160
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	J	2020	424
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	J	2020	2074
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	Outros	2020	461
Volume de Negócios	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	Outros	2020	1181
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Quantidade	Contentores	2021	21280
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Quantidade	Passageiros	2021	244621
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Quantidade	Passageiros	2021	401329
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Quantidade	Tráfego	2021	3996
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Quantidade	Tráfego	2021	1867
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	G	2020	3435
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	H	2020	2805
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	I	2020	1322
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	J	2020	1168
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	Outros	2020	5650
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Toneladas	Correios	2021	93129
Aéreo	www.ine.cv/sief	Estatisticas de Transporte	Aviões	3 T	Microagregados	Toneladas	Mercadorias	2021	159199
Marítimo	www.ine.cv/sief	Estatisticas de Transporte	Navios	3 T	Microagregados	Toneladas	Mercadorias	2021	621695
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		3 T	Microagregados	Índice (base 2012)	Global	2020	114,8
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		4 T	Microagregados	Índice (base 2012)	Global	2020	117,3
