Dimensões	Hyperlink	Indicadores	marearo	Periodicidade	Tipos De Agregados	Unidades	Variaveis/Tipo	Anos	Valores
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	G	2017	3327
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	H	2017	2920
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	I	2017	3691
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	J	2017	1374
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	Outros	2017	5603
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Quantidade	G	2017	3363
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Quantidade	H	2017	2943
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Quantidade	I	2017	4057
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Quantidade	J	2017	1367
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Quantidade	Outros	2017	5585
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	G	2018	3387
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	H	2018	2844
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	I	2018	3746
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	J	2018	1371
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	Outros	2018	5533
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	G	2018	3544
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	H	2018	2892
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	I	2018	3712
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	J	2018	1405
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	Outros	2018	5582
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	G	2018	3392
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	H	2018	2829
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	I	2018	3756
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	J	2018	1376
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	Outros	2018	5647
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Quantidade	G	2018	3570
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Quantidade	H	2018	2846
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Quantidade	I	2018	3799
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Quantidade	J	2018	1385
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Quantidade	Outros	2018	5817
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	G	2019	3614
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	H	2019	2807
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	I	2019	3681
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	J	2019	1318
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	Outros	2019	5832
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	G	2019	3660
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	H	2019	2723
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	I	2019	3708
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	J	2019	1257
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	Outros	2019	5977
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	G	2019	3661
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	H	2019	2866
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	I	2019	3533
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	J	2019	1256
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Quantidade	Outros	2019	5993
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Quantidade	G	2019	3675
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Quantidade	H	2019	2876
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Quantidade	I	2019	3570
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Quantidade	J	2019	1205
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Quantidade	Outros	2019	6250
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	G	2020	3704
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	H	2020	3051
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	I	2020	3504
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	J	2020	1214
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Quantidade	Outros	2020	5967
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	G	2020	3090
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	H	2020	2756
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	I	2020	1186
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	J	2020	1157
Emprego (NPSR_IP)	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Quantidade	Outros	2020	5177
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	G	2017	509
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	H	2017	718
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	I	2017	434
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	J	2017	507
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	Outros	2017	506
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	G	2017	533
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	H	2017	808
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	I	2017	443
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	J	2017	490
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	Outros	2017	520
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	G	2017	543
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	H	2017	827
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	I	2017	455
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	J	2017	510
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	Outros	2017	503
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	G	2017	539
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	H	2017	904
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	I	2017	465
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	J	2017	460
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	Outros	2017	505
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	G	2018	538
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	H	2018	854
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	I	2018	450
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	J	2018	467
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	Outros	2018	500
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	G	2018	538
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	H	2018	860
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	I	2018	469
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	J	2018	449
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	Outros	2018	522
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	G	2018	539
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	H	2018	872
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	I	2018	472
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	J	2018	470
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	Outros	2018	515
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	G	2018	556
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	H	2018	813
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	I	2018	496
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	J	2018	446
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	Outros	2018	524
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	G	2019	552
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	H	2019	821
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	I	2019	489
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	J	2019	446
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	Outros	2019	513
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	G	2019	545
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	H	2019	868
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	I	2019	498
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	J	2019	445
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	Outros	2019	525
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	G	2019	543
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	H	2019	908
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	I	2019	503
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	J	2019	452
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		3 T	Microagregados	Milhões de Escudos	Outros	2019	531
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	G	2019	576
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	H	2019	932
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	I	2019	474
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	J	2019	462
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		4 T	Microagregados	Milhões de Escudos	Outros	2019	572
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	G	2020	565
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	H	2020	941
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	I	2020	526
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	J	2020	439
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		1 T	Microagregados	Milhões de Escudos	Outros	2020	520
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	G	2020	484
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	H	2020	806
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	I	2020	209
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	J	2020	442
Remuneração	www.ine.cv/sief	Indicador da Atividade do Setor de Serviços		2 T	Microagregados	Milhões de Escudos	Outros	2020	416
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		1 T	Microagregados	Índice (base 2012)	Global	2012	100
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		2 T	Microagregados	Índice (base 2012)	Global	2012	100
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		3 T	Microagregados	Índice (base 2012)	Global	2012	100
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		4 T	Microagregados	Índice (base 2012)	Global	2012	100
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		1 T	Microagregados	Índice (base 2012)	Global	2013	80
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		2 T	Microagregados	Índice (base 2012)	Global	2013	84
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		3 T	Microagregados	Índice (base 2012)	Global	2013	90
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		4 T	Microagregados	Índice (base 2012)	Global	2013	78
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		1 T	Microagregados	Índice (base 2012)	Global	2014	82
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		2 T	Microagregados	Índice (base 2012)	Global	2014	93
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		3 T	Microagregados	Índice (base 2012)	Global	2014	93
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		4 T	Microagregados	Índice (base 2012)	Global	2014	85
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		1 T	Microagregados	Índice (base 2012)	Global	2015	83
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		2 T	Microagregados	Índice (base 2012)	Global	2015	81
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		3 T	Microagregados	Índice (base 2012)	Global	2015	81
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		4 T	Microagregados	Índice (base 2012)	Global	2015	78
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		1 T	Microagregados	Índice (base 2012)	Global	2016	81
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		2 T	Microagregados	Índice (base 2012)	Global	2016	97
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		3 T	Microagregados	Índice (base 2012)	Global	2016	93
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		4 T	Microagregados	Índice (base 2012)	Global	2016	76
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		1 T	Microagregados	Índice (base 2012)	Global	2017	83
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		2 T	Microagregados	Índice (base 2012)	Global	2017	92
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		3 T	Microagregados	Índice (base 2012)	Global	2017	97
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		4 T	Microagregados	Índice (base 2012)	Global	2017	88
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		1 T	Microagregados	Índice (base 2012)	Global	2018	90
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		2 T	Microagregados	Índice (base 2012)	Global	2018	101
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		3 T	Microagregados	Índice (base 2012)	Global	2018	101
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		4 T	Microagregados	Índice (base 2012)	Global	2018	98
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		1 T	Microagregados	Índice (base 2012)	Global	2019	97
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		2 T	Microagregados	Índice (base 2012)	Global	2019	109
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		3 T	Microagregados	Índice (base 2012)	Global	2019	111
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		4 T	Microagregados	Índice (base 2012)	Global	2019	106
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		1 T	Microagregados	Índice (base 2012)	Global	2020	103
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		2 T	Microagregados	Índice (base 2012)	Global	2020	69,1
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		3 T	Microagregados	Índice (base 2012)	Global	2020	0
Produção na Construção Civil	www.ine.cv/sief	Índice de Produção na Construção Civil		4 T	Microagregados	Índice (base 2012)	Global	2020	0
Inflação	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2007	100
Inflação	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2008	106,8
Inflação	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2009	107,9
Inflação	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2010	110,1
Inflação	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2011	115
Inflação	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2012	117,9
Inflação	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2013	119,7
Inflação	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2014	119,4
Inflação	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2015	119,6
Inflação	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2016	117,9
Inflação	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2017	118,8
Inflação	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2018	120,3
Inflação	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2019	102,3
Variação Percentual	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2007	0
Variação Percentual	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2008	6,8
Variação Percentual	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2009	1
Variação Percentual	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2010	2
Variação Percentual	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2011	4,5
Variação Percentual	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2012	2,5
Variação Percentual	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2013	1,5
Variação Percentual	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2014	-0,3
Variação Percentual	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2015	0,2
Variação Percentual	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2016	-1,4
Variação Percentual	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2017	0,8
Variação Percentual	www.ine.cv/sief	Índice de Preço no Consumidor		Anual	Macroagregados	Indice (base 2007)	Preço	2018	1,3
Índice Global da Exportação	www.ine.cv/sief	Índice de Preços do Comércio Externo		Anual	Microagregados	Indice (base 2013)	Preço na Exportação	2015	78
Índice Global da Exportação	www.ine.cv/sief	Índice de Preços do Comércio Externo		Anual	Microagregados	Indice (base 2015)	Preço na Exportação	2016	100
Índice Global da Exportação	www.ine.cv/sief	Índice de Preços do Comércio Externo		Anual	Microagregados	Indice (base 2015)	Preço na Exportação	2017	101
Índice Global da Exportação	www.ine.cv/sief	Índice de Preços do Comércio Externo		Anual	Microagregados	Indice (base 2015)	Preço na Exportação	2018	103
Índice Global da Exportação	www.ine.cv/sief	Índice de Preços do Comércio Externo		Anual	Microagregados	Indice (base 2015)	Preço na Exportação	2019	102
Índice Global da Importação	www.ine.cv/sief	Índice de Preços do Comércio Externo		Anual	Microagregados	Indice (base 2013)	Preço na Importação	2015	86
Índice Global da Importação	www.ine.cv/sief	Índice de Preços do Comércio Externo		Anual	Microagregados	Indice (base 2015)	Preço na Importação	2016	93
Índice Global da Importação	www.ine.cv/sief	Índice de Preços do Comércio Externo		Anual	Microagregados	Indice (base 2015)	Preço na Importação	2017	96
Índice Global da Importação	www.ine.cv/sief	Índice de Preços do Comércio Externo		Anual	Microagregados	Indice (base 2015)	Preço na Importação	2018	102
Índice Global da Importação	www.ine.cv/sief	Índice de Preços do Comércio Externo		Anual	Microagregados	Indice (base 2015)	Preço na Importação	2019	105
Índice Global de Termos de Troca	www.ine.cv/sief	Índice de Preços do Comércio Externo		Anual	Microagregados	Indice (base 2013)	Termos de Troca	2015	90
Índice Global de Termos de Troca	www.ine.cv/sief	Índice de Preços do Comércio Externo		Anual	Microagregados	Indice (base 2015)	Termos de Troca	2016	107
Índice Global de Termos de Troca	www.ine.cv/sief	Índice de Preços do Comércio Externo		Anual	Microagregados	Indice (base 2015)	Termos de Troca	2017	104
Índice Global de Termos de Troca	www.ine.cv/sief	Índice de Preços do Comércio Externo		Anual	Microagregados	Indice (base 2015)	Termos de Troca	2018	101
Índice Global de Termos de Troca	www.ine.cv/sief	Índice de Preços do Comércio Externo		Anual	Microagregados	Indice (base 2015)	Termos de Troca	2019	97
Indicador de Clima Económico	www.ine.cv/sief	Indicadores de Conjuntura		1 T	Microagregados	Valor	Global	2014	-7
Indicador de Clima Económico	www.ine.cv/sief	Indicadores de Conjuntura		2 T	Microagregados	Valor	Global	2014	-8
Indicador de Clima Económico	www.ine.cv/sief	Indicadores de Conjuntura		3 T	Microagregados	Valor	Global	2014	-10
Indicador de Clima Económico	www.ine.cv/sief	Indicadores de Conjuntura		4 T	Microagregados	Valor	Global	2014	-14
Indicador de Clima Económico	www.ine.cv/sief	Indicadores de Conjuntura		1 T	Microagregados	Valor	Global	2015	-15
Indicador de Clima Económico	www.ine.cv/sief	Indicadores de Conjuntura		2 T	Microagregados	Valor	Global	2015	-14
